,User,Skills
3195,3195,"['media', 'planning,', 'ppc,', 'seo,', 'facebook,', 'twitter,', 'content', 'marketing', 'seo', 'analysis,digital', 'marketing,google', 'adwords,search', 'engine', 'marketing,keyword', 'analysis,facebook', 'marketing,search', 'engine', 'optimization,internet', 'marketing,website', 'promotion,pay', 'per', 'click']"
3196,3196,"['team', 'handling,team', 'leading,hr', 'generalist', 'activities,hr', 'executive,bulk', 'hiring,recruitment', 'management,recruitment,lateral', 'hiring,senior', 'management,am', 'recruitment,leadership', 'hiring,leadership', 'skills', 'executive', 'hiring,sales', 'hiring,bpo', 'hiring,human', 'resource', 'management,senior', 'level,senior', 'hr,hr', 'coordination,sourcing,core', 'hr,hr', 'mba']"
3197,3197,"['talent', 'acquisition,', 'recruitment,', 'compensation', 'negotiation,', 'end', 'to', 'end', 'recruitment', 'process,', 'recruitment', 'budgeting,', 'executive', 'hiring,niche', 'skill', 'hiring,', 'pan', 'india', 'hiring,manpower', 'planning,', 'creative', 'sourcing', 'strategies', 'it', 'skills', 'details', 'it', 'recruitment,hr', 'budgeting,leadership', 'hiring,sourcing', 'profiles,corporate', 'recruitment,campus', 'hiring,recruitment', 'management,job', 'posting,recruitment', 'consulting,executive', 'search']"
3198,3198,"['recruitment,', 'it', 'recruiter,', 'it', 'recruitment,', 'infrastructure', 'recruiter,', 'recruit,', 'hr,', 'human', 'resources,', 'recruitment,', 'hr', 'executive,hr,', 'hr', 'executive,', 'technical', 'recruitment,', 'recruitment', 'management,', 'talent', 'acquisition,', 'volume', 'hiring,', 'lateral', 'hiring,', 'non', 'it', 're', 'hr', 'coordination,screening,job', 'posting,interviewing', 'candidates,sourcing', 'profiles,hr', 'development,conducting', 'interviews,job', 'analysis,selection', 'process']"
3199,3199,"['payroll,screening,interviewing,staffing,lateral', 'hiring,hr', 'policies,compensation,general', 'administration,head', 'hunting,bulk', 'hiring,employee', 'relations,employee', 'retention,employee', 'engagement,employee', 'development,recruitment,talent', 'acquisition', 'it', 'skills', 'details', 'employee', 'induction,business', 'hr,training,payroll', 'administration,hr', 'administration,hr', 'development,resourcing']"
3200,3200,"['recruitment-', 'bulk', 'hiring,', 'er', 'profile,', 'hr', 'generalist', 'activities,', 'recruitment', 'management,senior', 'hr,hr', 'coordination,hr', 'operations,human', 'resource', 'management,hr', 'assistance,employee', 'induction,hr', 'mis,employee', 'relations,employee', 'grievances']"
3201,3201,"['lateral', 'hiring,talent', 'acquisition', ',', 'end', 'to', 'end', 'recruitment', 'process,', 'head', 'hunting', 'across', 'industries', 'and', 'hierarchy.', 'it', 'recruitment,hr', 'processes,screening,shortlisting']"
3202,3202,"['it', 'recruitment,', 'talent', 'acquisition,', 'lateral', 'hiring,', 'recruitment', 'specialist,', 'head', 'hunting,', 'non', 'it', 'recruitment,hr', 'consulting,it', 'hiring,ites', 'recruitment,recruitment', 'consulting,interview', 'coordination,recruitment', 'management,sourcing,salary', 'negotiation,human', 'resource', 'management']"
3203,3203,"['hr,recruitment,team', 'handling,recruiter,hr', 'engagament,joining', 'formalities,induction,grievance', 'handling,end-end', 'recruitment,taking', 'interviews,talent', 'acquisition,talent', 'engagement,campus', 'recruitment', 'bfsi', 'recruitment,senior', 'hr,employee', 'engagement,induction', 'program,bulk', 'hiring,volume', 'hiring,bpo', 'recruitment,interviewing', 'candidates,sourcing', 'profiles,it', 'recruitment']"
3204,3204,"['ppc,', 'smo,', 'sem,', 'adwords,', 'analytics,', 'wordpress', 'cms,', 'it', 'skills', 'details', 'digital', 'marketing,google', 'adwords,content', 'marketing,web', 'marketing,email', 'marketing,social', 'media', 'optimization,marketing', 'management,keyword', 'research,seo,campaign', 'management']"
3205,3205,"['business', 'alliances,strategic', 'alliances,digital', 'marketing,online', 'marketing,internet', 'marketing,web', 'marketing,affiliate', 'marketing,online', 'lead', 'generation,social', 'media,social', 'media', 'marketing,mobile', 'marketing,ppc,email', 'marketing,cpl,cpa,cpc', 'content', 'marketing,business', 'development,online', 'branding,digital', 'branding,campaign', 'management,digital', 'strategy,brand', 'management,marketing', 'campaigns,brand', 'alliances']"
3206,3206,"['vba,', 'advanced', 'excel,', 'ms', 'access,', 'sql,', 'it', 'skills', 'details', 'microsoft', 'office', 'access,ms', 'office,macros,business', 'analysis,windows,requirement', 'gathering,formulas']"
3207,3207,"['technica', '&', ',non', 'technical', 'hiring,', 'screening,', 'salary', 'negotiation,', 'team', 'management,', 'bulk', 'hiring,', 'niche', 'hiring,', 'mass', 'recruitment,', 'induction,', 'onboarding,', 'employee', 'communication,', 'employee', 'engagement,', 'grievance', 'handling,', 'exit', 'process,', 'induction', 'training', 'it', 'skills', 'details', 'it', 'recruitment,hr', 'operations,recruitment', 'management,technical', 'recruitment,sourcing', 'management,campus', 'hiring,it', 'hiring,human', 'resource', 'management,sales', 'hiring,recruitment', 'consulting']"
3208,3208,"['leadership', 'hiring,', 'strategic', 'hiring,', 'senior', 'hiring,it', 'recruitment,', 'human', 'resources,', 'hr', 'generalist,', 'hr', 'recruitment,', 'talent', 'acquisition,', 'recruitment,', 'staffing,', 'sourcing,', 'recruiter,', 'market', 'intel,', 'it', 'recruiter,', 'mis,', 'head', 'hunting,', 'xray', 'search,', 'boolean,', 'so', 'bfsi', 'recruitment,it', 'hiring,executive', 'hiring,lateral', 'hiring,interviewing', 'candidates,sourcing', 'profiles,interview', 'coordination,recruitment', 'consulting,senior', 'hr,recruitment', 'management']"
3209,3209,"['search', 'engine', 'marketing(sem)/ppc,', 'social', 'media', 'marketing(smm),', 'social', 'media', 'optimization(smo),', 'search', 'engine', 'optimization(seo),', 'display', 'marketing,', 'affiliate', 'marketing,', 'brand', 'and', 'product', 'management,', 'web', 'analytics,', 'video', 'advertising,', 'mobile', 'advertising', 'it', 'skills', 'details', 'digital', 'marketing,online', 'marketing,google', 'adwords,display', 'advertising,internet', 'marketing,web', 'marketing,email', 'marketing,mobile', 'marketing,online', 'branding,content', 'marketing']"
3210,3210,"['recruitment', ',', 'recruiter,', 'hr,', 'technical', 'recruiter', 'it', 'skills', 'details', 'it', 'recruitment,technical', 'recruitment,sourcing', 'profiles,it', 'hiring,interviewing', 'candidates,hr', 'strategy,sales', 'hiring,team', 'leading,strategic', 'hr,staffing']"
3211,3211,"['adwords,', 'sem,', 'search', 'engine', 'marketing,social', 'media', 'optimization,', 'digital', 'marketing', 'manager,', 'internet', 'marketing,', 'online', 'marketing,', 'affiliate', 'marketing,marketing', 'lead,', 'team', 'management,', 'ad', 'sales,', 'adsense,', 'dsp,', 'email', 'marketing,remarketing', 'it', 'skills', 'details', 'google', 'adwords,mobile', 'marketing,facebook', 'marketing,google', 'analytics,google', 'webmaster', 'tools,campaign', 'management,online', 'promotion,marketing', 'management,marketing', 'campaigns']"
3212,3212,"['online', 'marketing,', 'digital', 'marketing,', 'app', 'marketing,', 'ui', 'architect,', 'product', 'creation,', 'social', 'media', 'advertising,', 'media', 'planning,', 'marketing,', 'marketing', 'alliance,', 'brand', 'management,', 'mobile', 'marketing,', 'affiliate', 'marketing,', 'display', 'advertising', 'web', 'marketing,search', 'engine', 'marketing,online', 'branding,web', 'promotion,internet', 'marketing,content', 'marketing,digital', 'branding,website', 'promotion,digital', 'media,online', 'advertising']"
3213,3213,"['talent', 'aquisition,recruitment,head', 'hunting,referal', 'recruiting,recrutiment', 'project', 'managment,recrutiment', 'stratergies', 'non', 'it', 'recruitment,talent', 'acquisition,lateral', 'hiring,leadership', 'hiring,bfsi', 'recruitment,corporate', 'recruitment,recruitment', 'management,job', 'posting,senior', 'level,talent', 'management']"
3214,3214,"['recruitment,', 'it', 'recruitment,', 'talent', 'mapping,', 'bulk', 'hiring,', 'lateral', 'hiring,', 'walk', 'in', 'drive,', 'talent', 'acquisition,', 'leadership', 'hiring,', 'executive', 'search,', 'head', 'hunting,', 'job', 'posting,', 'mass', 'mailing,', 'interviewing,', 'mass', 'hiring,', 'employee', 'retention,', 'talent', 'sourcin', 'it', 'skills', 'details', 'hr,screening,talent', 'sourcing,recruitment', 'management,sourcing', 'profiles,international', 'recruitment,salary', 'negotiation,recruitment', 'consulting,interview', 'coordination,human', 'resource', 'management']"
3215,3215,"['sem', 'ppc,', 'google', 'adwords,', 'comscore,', 'facebook,', 'ppc,', 'retail', 'marketing,sem', 'ppc,ppc', 'digital', 'marketing,search', 'engine', 'marketing,google', 'analytics,facebook', 'marketing,affiliate', 'marketing,online', 'marketing,social', 'media', 'marketing,email', 'marketing,content', 'marketing,twitter']"
3216,3216,"['corporate', 'sales,lead', 'generation,communication', 'skills,business', 'development', 'management,bde,bd,cold', 'calling,online', 'lead', 'generation,business', 'development,b2b', 'sales,corporate', 'selling,client', 'servicing,communication,international', 'sales,inside', 'sales', 'it', 'skills', 'details', 'executive', 'development,lead', 'management,client', 'relationship', 'management,marketing,client', 'development,business', 'expansion,business', 'analysis,crm']"
3217,3217,"['marketing,', 'business', 'development,', 'sales,', 'lead', 'generation,', 'marketing', 'strategy,', 'strategic', 'partnerships,', 'team', 'building,', 'leadership,', 'customer', 'relation', 'management,', 'key', 'account', 'management,', 'market', 'penetration,', 'corporate', '&', 'retails', 'training', 'business', 'it', 'skills', 'details', 'team', 'management,crm', 'management,strategic', 'marketing', 'planning,business', 'relationship', 'management,market', 'research,digital', 'marketing,customer', 'service,branding,marketing', 'management,customer', 'management']"
3218,3218,"['seo,', 'smo,', 'sem,', 'digital', 'marketing,', 'online', 'marketing,', 'e-commerce,', 'analytics,', 'emagazine,', 'rtb,', 'social', 'media', 'management,', 'digital', 'producer,', 'agency', 'management,', 'email', 'marketing,', 'google', 'adwords,', 'pay', 'per', 'click,', 'display', 'advertising,', 'online', 'lead', 'generation,', 'cpa', 'it', 'skills', 'details', 'mobile', 'marketing,affiliate', 'marketing,business', 'development,web', 'marketing,search', 'engine', 'marketing,marketing', 'campaigns,database', 'marketing,google', 'analytics,digital', 'branding,campaign', 'management']"
3219,3219,"['digital', 'analytics,', 'web', 'analytics,', 'digital', 'strategy,digital', 'measurement', 'framework,', 'media', 'optimization', 'strategy,', 'dashboard', 'development,traffic', 'forecasting,brand', 'communication', 'strategy,competitor', 'analysis,social', 'media', 'strategy,', 'smo,', 'dtm', 'it', 'skills', 'details', 'digital', 'marketing,brand', 'management,brand', 'strategy,marketing', 'communication,business', 'development,digital', 'branding,online', 'marketing,brand', 'planning,digital', 'media,content', 'marketing']"
3220,3220,"['(business', 'development,financial', 'claims,client', 'acquisition,e-commerce,business', 'operations,negotiation', 'skills,communication', 'skills,lead', 'generation,vendor', 'management,international', 'sales,key', 'account', 'management,market', 'research,back', 'office', 'it', 'skills', 'details', 'sales', 'lead', 'generation,client', 'relationship', 'management,business', 'tie', 'ups,b2b', 'marketing,lead', 'management,revenue', 'generation,business', 'relationship', 'management,business', 'negotiations,sales', 'management,b2b', 'sales']"
3221,3221,"['recruitment,', 'talent', 'acquisition,', 'hr', 'business', 'partner,', 'bulk', 'hiring,lateral', 'hiring,', 'niche', 'hiring,', 'campus', 'hring/engagement,payroll,induction,', 'exit', 'formalities.', 'it', 'recruitment,corporate', 'hr,campus', 'hiring,employee', 'engagement,human', 'resource', 'management,talent', 'management,employee', 'induction,corporate', 'recruitment,campus', 'recruitment,recruitment', 'management']"
3222,3222,"['business', 'development,marketing,sales,lead', 'generation,business', 'development', 'management,b2b', 'sales,advertising,international', 'sales,new', 'business,team', 'management,new', 'market', 'development,inside', 'sales,online', 'sales,area', 'sales', 'management,marketing', 'management']"
3223,3223,"['ms', 'word,', 'excel,', 'access,', 'powerpoint,', 'using', 'sas,', 'spss,', 'statistical', 'packages,', 'knowledge', 'of', 'statistics,', 'experience', 'in', 'data', 'mining', 'techniques', 'and', 'procedures,ability', 'to', 'present', 'complex', 'information', 'in', 'an', 'understandable', 'and', 'compelling', 'manner..', 'it', 'skills', 'details', 'excel', 'powerpoint,microsoft', 'office', 'access,ms', 'office', 'word,time', 'series', 'analysis,ms', 'office', 'powerpoint,data', 'analysis,business', 'development,statistical', 'analysis,marketing,key', 'accounts']"
3224,3224,"['business', 'development,', 'inside', 'sales,', 'marketing,', 'sales,', 'sales', 'coordinations,', 'sales', 'operations,', 'partner', 'relationship,', 'credit', 'analysis,', 'debt', 'recovery', 'reconciliation,', 'credit', 'collection', 'reporting,', 'vendor', 'negotiation', 'marketing', 'management,marketing', 'analysis,collections', 'strategy,marketing', 'communication,online', 'lead', 'generation,customer', 'master,customer', 'acquisition,partner', 'management,banking,agency', 'management']"
3225,3225,"['inside', 'sales,', 'key', 'account', 'management,', 'b2b', 'sales,', 'online', 'sales,', 'new', 'business', 'development,marketing,team', 'management,key', 'accounts,relationship', 'management,channel', 'sales,channel', 'management,lead', 'generation,new', 'market', 'development,account', 'development']"
3226,3226,"['customer', 'relationship,marketing,business', 'development,', 'crm,', 'marketing,sales,direct', 'sales,corporate', 'sales,sales', 'officer,channel', 'sales,communication', 'skills,presentation', 'skills,', 'strategic', 'thinking,', 'business', 'development,', 'inside', 'sales,', 'international', 'sales,', 'it', 'skills', 'details', 'educational', 'marketing,crm', 'management,relationship', 'management,it', 'marketing,lead', 'management,customer', 'experience', 'management,bde,b2c,relationship', 'building,b2b']"
3227,3227,"['recruiter,', 'hr,', 'talent', 'acquisition,', 'bfsi', 'hiring,', 'mid', '&', 'senior', 'level', 'hiring,', 'lateral', 'hiring,', 'head', 'hunting,', 'market', 'mapping', 'recruitment', 'consulting,hr', 'consulting,shortlisting,sourcing,human', 'resource', 'management,interviewing', 'candidates,interview', 'coordination,consultancy,business', 'hr']"
3228,3228,"['office', 'management,', 'research', 'work,', 'recruitment,', 'head', 'hunting,', 'job', 'posting,', 'mass', 'hiring,', 'bulk', 'hiring,', 'mass', 'recruitment,', 'hr', 'administration,', 'interviewing', 'candidates,', 'screening,', 'interview', 'coordination,', 'client', 'handling,', 'gulf', 'recruitment,', 'client', 'servicing,', 'hr', 'coordination,sourcing,human', 'resource', 'management,induction,recruitment', 'management,executive', 'hiring,senior', 'hr,salary', 'negotiation,recruitment', 'consulting,staffing']"
